Location,county,IndexYear,Population,Total,Rate,PrsnTotal,PrsnRate,Murder,Manslaughter,Forcible_Sex,Assault,Non_Forcible_Sex,Kidnapping_Abduction,Human_Trafficking,Viol_Of_No_Contact,PrprtyTotal,PrprtyRate,Arson,Bribery,Burglary,Counterfeiting_Forgery,Destruction_of_Property,Extortion_Blackmail,Robbery,Theft,SctyTotal,SctyRate,Drug_Violations,Gambling_Violations,Pornography,Prostitution,Weapon_Law_Violation,Animal_Cruelty
Newport Police Department,PEND OREILLE,2020,2215.0,70,31.6,12,5.417607223,0,0,0,8,0,0,0,4.0,51,23.0248307,0,0,3,1,13,0,0,34.0,7,3.16027088,5,0,0,0,2,0
Newport Police Department,PEND OREILLE,2021,2230.0,93,41.7,43,19.28251121,0,0,1,36,0,0,0,6.0,47,21.07623318,0,0,4,0,15,0,0,28.0,3,1.34529148,2,0,0,0,1,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2012,12925.0,1017,78.7,302,23.3655706,3,0,9,224,0,1,0,65.0,626,48.43326886,0,0,142,2,129,0,1,352.0,89,6.885880077,66,0,0,0,23,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2013,13150.0,1073,81.6,299,22.73764259,1,1,8,218,0,0,0,71.0,660,50.19011407,2,0,142,2,149,0,0,365.0,114,8.669201521,81,0,3,0,30,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2014,13210.0,885,67.0,269,20.36336109,0,0,14,203,0,1,0,51.0,509,38.53141559,2,0,135,0,87,0,1,284.0,107,8.0999243,81,0,1,0,25,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2015,13240.0,732,55.3,234,17.673716,0,0,15,188,0,0,0,31.0,412,31.1178248,1,0,108,0,76,0,1,226.0,86,6.4954683,63,0,2,0,21,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2016,13290.0,667,50.2,219,16.4785553,0,0,14,174,1,1,0,29.0,336,25.28216704,2,0,72,1,36,0,1,224.0,112,8.427389014,82,0,0,0,30,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2017,13370.0,606,45.3,190,14.21091997,0,0,13,147,3,0,0,27.0,354,26.47718773,3,0,84,3,56,0,0,208.0,62,4.637247569,50,0,0,0,12,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2018,13540.0,458,33.8,156,11.52141802,1,0,18,100,0,0,0,37.0,240,17.72525849,0,0,68,1,37,0,0,134.0,62,4.579025111,48,0,2,0,12,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2019,11550.0,424,36.7,154,13.33333333,0,1,13,109,0,1,0,30.0,223,19.30735931,0,0,38,2,51,0,0,132.0,47,4.069264069,35,0,2,0,10,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2020,11635.0,442,38.0,191,16.41598625,2,0,21,125,0,3,0,40.0,216,18.56467555,0,0,39,1,28,0,0,148.0,35,3.008165019,10,0,1,0,24,0
Pend Oreille County Sheriffs Office,PEND OREILLE,2021,11770.0,418,35.5,160,13.59388275,0,0,8,107,0,0,0,45.0,240,20.39082413,3,0,42,1,34,0,0,160.0,18,1.52931181,5,0,2,0,11,0
Bonney Lake Police Department,PIERCE,2012,17730.0,1116,62.9,138,7.783417936,1,0,7,102,0,1,0,27.0,895,50.47941342,5,0,120,25,184,0,7,554.0,83,4.681331077,71,0,0,0,12,0
Bonney Lake Police Department,PIERCE,2013,18010.0,1089,60.5,121,6.718489728,0,0,5,99,3,1,0,13.0,904,50.19433648,4,0,91,23,202,0,8,576.0,64,3.553581344,55,0,0,0,9,0
Bonney Lake Police Department,PIERCE,2014,18520.0,1100,59.4,186,10.04319654,0,0,9,140,3,4,0,30.0,862,46.54427646,1,0,119,34,170,0,7,531.0,52,2.807775378,44,0,0,0,8,0
Bonney Lake Police Department,PIERCE,2015,19490.0,1015,52.1,150,7.6962545,0,0,15,102,3,1,0,29.0,782,40.1231401,2,0,99,31,139,2,5,504.0,83,4.2585942,65,0,0,0,18,0
Bonney Lake Police Department,PIERCE,2016,20000.0,1129,56.5,169,8.45,0,0,13,113,1,3,0,39.0,886,44.3,0,0,121,22,165,0,5,573.0,74,3.7,59,0,1,0,14,0
Bonney Lake Police Department,PIERCE,2017,20688.0,1137,55.0,152,7.347254447,0,0,17,105,1,0,0,29.0,910,43.98685228,2,0,113,19,165,1,5,605.0,75,3.625290023,57,0,1,0,17,0
Bonney Lake Police Department,PIERCE,2018,20940.0,1014,48.4,166,7.927411652,0,0,17,100,3,2,0,44.0,751,35.8643744,3,0,79,30,132,3,2,502.0,97,4.632282713,80,0,1,1,15,0
Bonney Lake Police Department,PIERCE,2019,21060.0,960,45.6,203,9.639126306,0,0,20,126,1,1,0,55.0,640,30.38936372,2,0,64,12,125,3,7,427.0,117,5.555555556,95,0,7,0,15,0
Bonney Lake Police Department,PIERCE,2020,21390.0,1000,46.8,176,8.228143993,1,0,13,113,0,0,1,48.0,716,33.47358579,8,0,57,12,112,5,4,518.0,108,5.049088359,83,0,5,0,20,0
Bonney Lake Police Department,PIERCE,2021,22540.0,1276,56.6,190,8.42945874,0,0,20,126,2,0,0,42.0,1031,45.74090506,0,0,78,9,174,6,12,752.0,55,2.440106477,36,0,0,0,19,0
Buckley Police Department,PIERCE,2013,5465.0,288,52.7,71,12.99176578,0,0,2,68,0,0,0,1.0,208,38.06038426,5,0,9,0,34,0,0,160.0,9,1.64684355,9,0,0,0,0,0
Buckley Police Department,PIERCE,2014,5525.0,442,80.0,144,26.06334842,0,0,4,135,0,1,0,4.0,262,47.42081448,1,0,30,2,78,0,5,146.0,36,6.515837104,33,0,0,0,3,0
Buckley Police Department,PIERCE,2015,5540.0,365,65.9,152,27.4368231,0,0,4,140,0,2,0,6.0,178,32.1299639,3,0,18,3,41,0,0,113.0,35,6.3176895,33,0,0,0,2,0
Buckley Police Department,PIERCE,2016,5675.0,264,46.5,113,19.91189427,0,0,4,101,0,0,0,8.0,133,23.43612335,0,0,9,1,24,0,0,99.0,18,3.171806167,15,0,0,0,3,0
Buckley Police Department,PIERCE,2017,5825.0,85,14.6,50,8.583690987,0,0,3,42,0,0,0,5.0,33,5.665236052,0,0,8,0,6,0,0,19.0,2,0.343347639,2,0,0,0,0,0
Buckley Police Department,PIERCE,2018,5920.0,272,45.9,65,10.97972973,0,0,5,46,0,0,0,14.0,148,25,2,0,21,2,42,0,1,80.0,59,9.966216216,50,0,1,0,8,0
Buckley Police Department,PIERCE,2019,6040.0,352,58.3,88,14.56953642,0,0,7,65,0,0,0,16.0,171,28.31125828,3,0,32,3,51,0,0,82.0,93,15.39735099,81,0,0,0,12,0
Buckley Police Department,PIERCE,2020,6260.0,259,41.4,73,11.66134185,0,0,6,53,0,0,0,14.0,135,21.56549521,2,0,18,2,31,0,1,81.0,51,8.146964856,42,0,0,0,9,0
Buckley Police Department,PIERCE,2021,6490.0,238,36.7,74,11.40215716,0,0,5,57,0,0,0,12.0,151,23.26656394,0,0,17,1,55,0,1,77.0,13,2.003081664,9,0,0,0,4,0
COUNTY TOTAL,PIERCE,2012,779429.0,70493,90.4,13299,17.1,35,2,753,9853,94,194,0,2368.0,53278,68.4,164,1,8721,796,12915,33,886,29762.0,3916,5,3035,0,46,208,627,0
COUNTY TOTAL,PIERCE,2013,806513.0,70552,87.5,13267,16.4,24,1,749,10022,84,180,0,2207.0,53478,66.3,202,0,7974,794,12637,45,908,30918.0,3807,4.7,2773,0,57,178,799,0
COUNTY TOTAL,PIERCE,2014,812855.0,68336,84.1,13203,16.2,30,2,794,9877,85,170,0,2245.0,51110,62.9,162,0,8382,800,10841,53,981,29891.0,4023,4.9,3042,0,66,149,766,0
COUNTY TOTAL,PIERCE,2015,821688.0,68571,83.5,13469,16.4,34,1,854,10075,80,153,0,2272.0,50923,62,164,2,7276,756,11458,58,918,30291.0,4179,5.1,3190,0,61,164,764,0
COUNTY TOTAL,PIERCE,2016,835813.0,71961,86.1,13778,16.5,29,0,893,10205,79,161,0,2411.0,54129,64.8,174,2,6903,845,12452,53,1008,32692.0,4054,4.9,3145,0,83,114,712,0
COUNTY TOTAL,PIERCE,2017,850828.0,67063,78.8,13240,15.6,23,1,965,9690,70,143,0,2348.0,49930,58.7,163,1,5900,775,11754,100,833,30404.0,3893,4.6,3000,0,114,107,672,0
COUNTY TOTAL,PIERCE,2018,863452.0,66402,76.9,13653,15.8,48,0,1009,9921,77,154,0,2444.0,48292,55.9,195,0,5400,761,11850,124,931,29031.0,4457,5.2,3522,0,106,85,744,0
COUNTY TOTAL,PIERCE,2019,879553.0,65443,74.4,14172,16.1,30,2,1031,10351,51,169,0,2538.0,46723,53.1,200,1,5099,712,12255,105,883,27468.0,4548,5.2,3575,0,147,83,743,0
COUNTY TOTAL,PIERCE,2020,892285.0,67428,75.6,13333,14.9,54,2,751,9526,42,208,12,2738.0,50863,57,252,0,5371,406,12055,151,831,31797.0,3232,3.6,2344,0,140,36,709,3
COUNTY TOTAL,PIERCE,2021,908676.0,71927,79.2,14298,15.7,62,2,841,10570,45,199,8,2571.0,55826,61.4,388,1,5904,338,13721,134,984,34356.0,1803,2,942,2,93,18,682,66
DuPont Police Department,PIERCE,2012,8640.0,251,29.1,58,6.712962963,0,0,1,38,3,0,0,16.0,163,18.86574074,0,0,19,1,64,0,1,78.0,30,3.472222222,25,0,0,0,5,0
DuPont Police Department,PIERCE,2013,8855.0,198,22.4,60,6.775832863,0,0,7,35,4,1,0,13.0,135,15.24562394,0,0,16,0,44,0,0,75.0,3,0.338791643,1,0,0,1,1,0
Dupont Police Department,PIERCE,2014,9175.0,161,17.5,39,4.250681199,0,0,1,34,1,2,0,1.0,116,12.64305177,2,0,17,0,39,0,0,58.0,6,0.653950954,5,0,0,0,1,0
Dupont Police Department,PIERCE,2015,9250.0,269,29.1,76,8.2162162,0,0,13,49,0,1,0,13.0,176,19.027027,1,0,13,2,57,0,1,102.0,17,1.8378378,13,0,0,0,4,0
Dupont Police Department,PIERCE,2016,9330.0,235,25.2,73,7.824222937,0,0,5,44,0,1,0,23.0,125,13.39764202,3,0,4,4,33,2,1,78.0,37,3.965702036,30,0,1,0,6,0
Dupont Police Department,PIERCE,2017,9385.0,345,36.8,71,7.565263719,0,0,5,54,1,1,0,10.0,223,23.76132126,2,0,16,1,44,1,2,157.0,51,5.434203516,46,0,1,0,4,0
Dupont Police Department,PIERCE,2018,9385.0,349,37.2,83,8.84389984,0,0,6,50,1,0,0,26.0,223,23.76132126,1,0,15,2,50,0,0,155.0,43,4.581779435,39,0,1,0,3,0
Dupont Police Department,PIERCE,2019,9425.0,326,34.6,49,5.198938992,0,0,4,40,0,0,0,5.0,260,27.5862069,3,0,26,0,86,1,0,144.0,17,1.803713528,14,0,0,1,2,0
Dupont Police Department,PIERCE,2020,9525.0,346,36.3,69,7.244094488,0,0,1,55,1,3,0,9.0,266,27.92650919,1,0,18,4,70,2,2,169.0,11,1.154855643,9,0,1,0,1,0
Dupont Police Department,PIERCE,2021,9605.0,327,34.0,49,5.10150963,0,0,5,37,0,3,0,4.0,273,28.42269651,1,0,17,2,61,5,1,186.0,5,0.520562207,2,0,0,0,3,0
Eatonville Police Department,PIERCE,2012,2785.0,158,56.7,34,12.20825853,0,0,2,23,0,0,0,9.0,107,38.42010772,0,0,19,0,17,0,0,71.0,17,6.104129264,16,0,1,0,0,0
Eatonville Police Department,PIERCE,2013,2815.0,140,49.7,41,14.56483126,0,0,2,38,0,1,0,0.0,94,33.39253996,2,0,11,4,16,0,0,61.0,5,1.776198934,4,0,0,0,1,0
Eatonville Police Department,PIERCE,2014,2840.0,145,51.1,36,12.67605634,1,0,0,33,1,0,0,1.0,96,33.8028169,0,0,17,3,18,0,0,58.0,13,4.577464789,10,0,0,0,3,0
Eatonville Police Department,PIERCE,2015,2880.0,131,45.5,37,12.8472222,0,0,3,31,0,0,0,3.0,85,29.5138889,1,0,13,1,24,0,0,46.0,9,3.125,7,0,0,0,2,0
Eatonville Police Department,PIERCE,2016,2925.0,142,48.5,33,11.28205128,0,0,2,25,1,1,0,4.0,98,33.5042735,1,0,18,3,23,1,0,52.0,11,3.760683761,7,0,1,0,3,0
Eatonville Police Department,PIERCE,2017,2950.0,167,56.6,46,15.59322034,0,0,8,33,0,0,0,5.0,110,37.28813559,0,0,18,4,27,0,2,59.0,11,3.728813559,8,0,0,0,3,0
Eatonville Police Department,PIERCE,2018,2955.0,137,46.4,37,12.52115059,0,0,4,28,0,0,0,5.0,83,28.08798646,1,0,13,5,20,1,1,42.0,17,5.752961083,11,0,4,0,2,0
Eatonville Police Department,PIERCE,2019,2970.0,130,43.8,50,16.83501684,0,0,4,41,1,0,0,4.0,65,21.88552189,0,0,4,3,16,0,0,42.0,15,5.050505051,14,0,0,0,1,0
Eatonville Police Department,PIERCE,2020,3010.0,94,31.2,30,9.966777409,0,0,4,20,0,2,0,4.0,61,20.26578073,0,0,4,3,8,3,0,43.0,3,0.996677741,1,0,1,0,1,0
Eatonville Police Department,PIERCE,2021,3070.0,96,31.3,39,12.70358306,0,0,5,28,1,0,0,5.0,53,17.26384365,0,0,10,3,6,0,0,34.0,4,1.302931596,4,0,0,0,0,0
Edgewood Police Department,PIERCE,2012,9425.0,644,68.3,49,5.198938992,0,0,2,41,0,0,0,6.0,586,62.17506631,0,0,147,11,134,0,1,293.0,9,0.954907162,7,0,1,0,1,0
Edgewood Police Department,PIERCE,2013,9460.0,493,52.1,56,5.919661734,0,0,3,43,1,0,0,9.0,426,45.03171247,0,0,89,8,101,0,2,226.0,11,1.162790698,7,0,0,0,4,0
Edgewood Police Department,PIERCE,2014,9525.0,481,50.5,70,7.349081365,0,0,5,54,0,0,0,11.0,409,42.93963255,0,0,87,10,104,0,4,204.0,2,0.209973753,2,0,0,0,0,0
Edgewood Police Department,PIERCE,2015,9615.0,498,51.8,59,6.1362454,0,0,1,44,0,1,0,13.0,430,44.7217889,0,0,85,7,102,3,2,231.0,9,0.9360374,7,0,0,0,2,0
Edgewood Police Department,PIERCE,2016,9735.0,528,54.2,65,6.67693888,0,0,4,49,0,0,0,12.0,452,46.43040575,1,0,66,10,105,0,5,265.0,11,1.129943503,8,0,0,0,3,0
Edgewood Police Department,PIERCE,2017,10420.0,606,58.2,74,7.101727447,0,0,3,56,0,0,0,15.0,513,49.23224568,2,0,96,7,145,2,3,258.0,19,1.823416507,12,0,1,0,6,0
Edgewood Police Department,PIERCE,2018,10990.0,501,45.6,90,8.189262966,0,0,7,66,3,0,0,14.0,395,35.94176524,1,0,60,10,95,0,2,227.0,16,1.455868972,11,0,0,0,5,0
Edgewood Police Department,PIERCE,2019,11390.0,545,47.8,147,12.90605795,0,0,13,88,0,1,0,45.0,380,33.36259877,4,0,87,5,98,1,4,181.0,18,1.580333626,14,0,0,0,4,0
Edgewood Police Department,PIERCE,2020,12070.0,669,55.4,105,8.69925435,0,0,14,70,0,4,0,17.0,546,45.23612262,1,0,74,3,93,2,5,368.0,18,1.491300746,13,0,3,0,2,0
Edgewood Police Department,PIERCE,2021,13000.0,724,55.7,101,7.769230769,0,0,4,65,0,0,0,32.0,600,46.15384615,2,0,89,8,110,1,3,387.0,23,1.769230769,13,0,0,1,9,0
Fife Police Department,PIERCE,2013,9290.0,1933,208.1,349,37.56727664,0,0,24,305,1,4,0,15.0,1151,123.8966631,2,0,122,54,289,0,11,673.0,433,46.60925727,346,0,0,20,67,0
Fife Police Department,PIERCE,2014,9405.0,1968,209.3,335,35.61935141,0,0,19,288,0,6,0,22.0,1029,109.4098884,1,0,119,59,152,1,16,681.0,604,64.22115896,519,0,1,4,80,0
Fife Police Department,PIERCE,2015,9545.0,1770,185.4,318,33.3158722,0,0,17,260,1,1,0,39.0,1071,112.2053431,0,0,132,35,153,0,25,726.0,381,39.9161865,333,0,0,7,41,0
Fife Police Department,PIERCE,2016,9910.0,1687,170.2,313,31.58425832,0,0,10,256,0,1,0,46.0,1057,106.6599395,2,0,94,82,142,0,16,721.0,317,31.98789102,282,0,0,4,31,0
Fife Police Department,PIERCE,2017,10100.0,1696,167.9,291,28.81188119,1,0,23,213,0,3,0,51.0,1056,104.5544554,1,0,108,65,130,0,32,720.0,349,34.55445545,300,0,1,14,34,0
Fife Police Department,PIERCE,2018,10100.0,1544,152.9,283,28.01980198,1,0,11,215,1,5,0,50.0,914,90.4950495,4,0,82,47,166,0,27,588.0,347,34.35643564,310,0,1,5,31,0
Fife Police Department,PIERCE,2019,10209.0,1680,164.6,319,31.24693898,1,0,14,246,6,4,0,48.0,1085,106.2787736,3,0,96,68,203,2,23,690.0,276,27.03496914,238,0,0,1,37,0
Fife Police Department,PIERCE,2020,10200.0,2035,199.5,328,32.15686275,4,0,12,247,0,4,0,61.0,1533,150.2941176,5,0,83,48,386,0,36,975.0,174,17.05882353,145,0,0,0,29,0
Fife Police Department,PIERCE,2021,10360.0,2545,245.7,393,37.93436293,1,0,13,309,0,5,1,64.0,2075,200.2895753,10,0,150,19,551,1,65,1279.0,77,7.432432432,43,0,0,0,32,2
Fircrest Police Department,PIERCE,2012,6525.0,341,52.3,64,9.808429119,0,0,2,53,0,1,0,8.0,261,4,1,0,49,7,66,0,2,136.0,16,2.45210728,13,0,0,0,3,0
Fircrest Police Department,PIERCE,2013,6540.0,363,55.5,59,9.021406728,0,0,3,44,0,1,0,11.0,293,44.80122324,0,0,39,7,86,0,4,157.0,11,1.681957187,7,0,0,0,4,0
Fircrest Police Department,PIERCE,2014,6555.0,367,56.0,55,8.390541571,0,0,1,37,0,0,0,17.0,298,45.46147979,1,0,54,1,65,0,5,172.0,14,2.135774218,6,0,0,0,8,0
Fircrest Police Department,PIERCE,2015,6575.0,399,60.7,73,11.1026616,0,0,3,60,1,0,0,9.0,308,46.8441065,1,1,37,4,70,0,3,192.0,18,2.7376426,15,0,1,1,1,0
Fircrest Police Department,PIERCE,2016,6625.0,377,56.9,65,9.811320755,0,0,3,51,0,1,0,10.0,306,46.18867925,0,0,37,12,57,0,2,198.0,6,0.905660377,3,0,0,0,3,0
Fircrest Police Department,PIERCE,2017,6640.0,334,50.3,50,7.530120482,0,0,3,38,0,0,0,9.0,262,39.45783133,0,0,36,6,65,1,2,152.0,22,3.313253012,17,0,1,0,4,0
Fircrest Police Department,PIERCE,2018,6752.0,332,49.2,75,11.10781991,0,0,7,50,0,3,0,15.0,232,34.36018957,1,0,24,8,55,2,4,138.0,25,3.702606635,20,0,1,0,4,0
Fircrest Police Department,PIERCE,2019,6770.0,286,42.2,75,11.07828656,0,0,5,50,0,1,0,19.0,183,27.0310192,2,0,23,5,45,0,0,108.0,28,4.135893648,24,0,0,0,4,0
Fircrest Police Department,PIERCE,2020,6790.0,291,42.9,40,5.8910162,0,0,4,28,0,1,0,7.0,240,35.3460972,0,0,19,3,48,0,1,169.0,11,1.620029455,10,0,0,0,1,0
Fircrest Police Department,PIERCE,2021,6860.0,348,50.7,57,8.309037901,0,0,1,27,0,1,0,28.0,283,41.25364431,0,0,39,0,51,2,1,190.0,8,1.166180758,3,0,0,0,5,0
Gig Harbor Police Department,PIERCE,2012,7344.0,844,114.9,120,16.33986928,0,0,3,85,0,4,0,28.0,671,91.3671024,6,0,75,20,122,0,1,447.0,53,7.216775599,50,0,0,0,3,0
Gig Harbor Police Department,PIERCE,2013,7670.0,833,108.6,94,12.25554107,0,0,8,61,0,5,0,20.0,705,91.91655802,2,0,61,9,140,0,2,491.0,34,4.43285528,27,0,0,1,6,0
Gig Harbor Police Department,PIERCE,2014,7985.0,823,103.1,84,10.51972448,0,0,10,55,0,3,0,16.0,701,87.78960551,0,0,64,14,99,1,7,516.0,38,4.758922981,33,0,0,0,5,0
Gig Harbor Police Department,PIERCE,2015,8555.0,845,98.8,91,10.6370544,0,0,5,76,0,2,0,8.0,705,82.4079486,3,0,85,12,110,0,9,486.0,49,5.7276447,46,0,1,0,2,0
Gig Harbor Police Department,PIERCE,2016,9065.0,914,100.8,96,10.59018202,0,0,9,71,0,0,0,16.0,757,83.50799779,2,0,70,15,106,1,9,554.0,61,6.729178158,51,0,3,1,6,0
Gig Harbor Police Department,PIERCE,2017,9560.0,912,95.4,83,8.682008368,0,0,6,61,0,1,0,15.0,765,80.0209205,2,0,50,18,115,0,2,578.0,64,6.694560669,55,0,3,1,5,0
Gig Harbor Police Department,PIERCE,2018,10320.0,947,91.8,107,10.36821705,0,0,8,78,0,0,0,21.0,756,73.25581395,2,0,48,20,120,1,4,561.0,84,8.139534884,72,0,1,0,11,0
Gig Harbor Police Department,PIERCE,2019,10774.0,863,80.1,69,6.404306664,0,0,6,50,0,2,0,11.0,732,67.94134026,1,0,47,12,93,0,5,574.0,62,5.754594394,54,0,0,0,8,0
Gig Harbor Police Department,PIERCE,2020,11240.0,846,75.3,91,8.096085409,0,0,1,65,1,0,0,24.0,694,61.74377224,0,0,73,11,61,0,5,544.0,61,5.427046263,55,0,1,0,5,0
Gig Harbor Police Department,PIERCE,2021,11490.0,831,72.3,78,6.788511749,0,0,3,55,0,3,0,17.0,733,63.794604,0,0,56,11,82,0,9,575.0,20,1.740644038,13,0,2,0,4,1
Lakewood Police Department,PIERCE,2012,58260.0,7307,125.4,1825,31.3250944,3,1,111,1347,14,35,0,314.0,4723,81.06762788,13,0,725,115,1086,5,109,2670.0,759,13.02780639,583,0,11,65,100,0
Lakewood Police Department,PIERCE,2013,58310.0,6728,115.4,1683,28.86297376,2,1,96,1280,6,22,0,276.0,4288,73.53798662,14,0,643,118,929,3,90,2491.0,757,12.98233579,595,0,3,52,107,0
Lakewood Police Department,PIERCE,2014,58360.0,6566,112.5,1612,27.62165867,1,0,94,1195,9,25,0,288.0,4129,70.75051405,15,0,653,101,848,5,89,2418.0,825,14.13639479,637,0,4,82,102,0
Lakewood Police Department,PIERCE,2015,58400.0,6875,117.7,1622,27.7739726,2,1,92,1221,6,18,0,282.0,4415,75.5993151,13,0,551,124,925,5,90,2707.0,838,14.3493151,630,0,7,89,112,0
Lakewood Police Department,PIERCE,2016,58800.0,7018,119.4,1660,28.23129252,0,0,116,1217,7,20,0,300.0,4617,78.52040816,15,0,601,121,884,1,101,2894.0,741,12.60204082,542,0,6,63,130,0
Lakewood Police Department,PIERCE,2017,59280.0,6734,113.6,1648,27.80026991,5,0,114,1210,5,23,0,291.0,4534,76.48448043,11,0,501,103,1011,9,89,2810.0,552,9.311740891,415,0,6,43,88,0
Lakewood Police Department,PIERCE,2018,59350.0,6833,115.1,1664,28.03706824,9,0,92,1211,9,24,0,319.0,4683,78.90480202,14,0,500,105,1113,13,89,2849.0,486,8.188711036,361,0,8,24,93,0
Lakewood Police Department,PIERCE,2019,59670.0,6332,106.1,1871,31.35579018,3,1,109,1419,5,20,0,314.0,3939,66.0130719,9,0,408,81,1055,9,105,2272.0,522,8.74811463,383,0,11,43,85,0
Lakewood Police Department,PIERCE,2020,60030.0,6544,109.0,1568,26.1202732,4,0,77,1169,4,28,4,282.0,4518,75.26236882,10,0,473,42,1181,11,75,2726.0,458,7.629518574,325,0,5,22,106,0
Lakewood Police Department,PIERCE,2021,60330.0,6874,113.9,1743,28.89109896,7,0,74,1338,3,21,1,299.0,4898,81.1868059,21,0,456,42,1263,10,112,2994.0,233,3.862091828,90,0,3,9,127,4
Milton Police Department,PIERCE,2013,7185.0,544,75.7,99,13.77870564,0,0,3,82,2,2,0,10.0,406,56.506611,1,0,58,9,67,0,4,267.0,39,5.427974948,31,0,1,0,7,0
Milton Police Department,PIERCE,2014,7265.0,409,56.3,74,10.18582244,0,0,2,72,0,0,0,0.0,304,41.84445974,0,0,36,19,53,0,5,191.0,31,4.267033723,28,0,0,0,3,0
Milton Police Department,PIERCE,2015,7608.0,489,64.3,79,10.3838065,0,0,1,65,0,3,0,10.0,378,49.6845426,0,0,36,17,76,0,1,248.0,32,4.2060988,27,0,1,0,4,0
Milton Police Department,PIERCE,2016,7695.0,615,79.9,89,11.56595192,0,0,8,62,0,1,0,18.0,434,56.40025991,1,0,41,22,57,0,0,313.0,92,11.95581546,87,0,1,0,4,0
Milton Police Department,PIERCE,2017,7900.0,603,76.3,100,12.65822785,2,0,1,58,2,2,0,35.0,397,50.25316456,1,0,42,12,54,0,3,285.0,106,13.41772152,94,0,1,1,10,0
Milton Police Department,PIERCE,2018,7900.0,548,69.4,94,11.89873418,0,0,4,64,1,0,0,25.0,378,47.84810127,0,0,36,6,48,0,8,280.0,76,9.620253165,63,0,0,0,13,0
Milton Police Department,PIERCE,2019,7930.0,442,55.7,71,8.95334174,0,0,4,52,0,1,0,14.0,328,41.36191677,2,0,59,5,45,0,6,211.0,43,5.422446406,38,0,0,0,5,0
Milton Police Department,PIERCE,2020,8400.0,547,65.1,87,10.35714286,0,0,3,55,0,0,0,29.0,371,44.16666667,3,0,40,3,57,1,6,261.0,89,10.5952381,75,0,0,0,14,0
Milton Police Department,PIERCE,2021,8460.0,554,65.5,75,8.865248227,0,0,5,55,0,0,0,15.0,434,51.30023641,0,0,50,2,90,2,6,284.0,45,5.319148936,30,0,0,0,15,0
Orting Police Department,PIERCE,2012,6790.0,446,65.7,81,11.92930781,0,0,0,56,0,0,0,25.0,336,49.48453608,2,0,68,1,71,0,2,192.0,29,4.270986745,28,0,0,0,1,0
Orting Police Department,PIERCE,2013,6930.0,391,56.4,75,10.82251082,0,0,0,58,0,0,0,17.0,295,42.56854257,1,0,32,3,65,0,5,189.0,21,3.03030303,16,0,0,0,5,0
Orting Police Department,PIERCE,2014,7065.0,397,56.2,98,13.87119604,1,0,6,63,0,0,0,28.0,262,37.08421798,3,0,35,3,55,0,1,165.0,37,5.237084218,36,0,0,0,1,0
Orting Police Department,PIERCE,2015,7290.0,249,34.2,76,10.4252401,0,0,3,56,1,2,0,14.0,148,20.3017833,1,0,18,1,25,1,3,99.0,25,3.4293553,21,0,1,0,3,0
Orting Police Department,PIERCE,2016,7535.0,366,48.6,91,12.07697412,0,0,4,65,3,1,0,18.0,251,33.31121433,1,0,27,8,44,0,2,169.0,24,3.185136032,21,0,1,0,2,0
Orting Police Department,PIERCE,2017,7835.0,269,34.3,84,10.72112317,0,0,4,61,0,0,0,19.0,168,21.44224633,0,0,6,2,34,0,3,123.0,17,2.169751117,14,0,0,0,3,0
Orting Police Department,PIERCE,2018,8105.0,317,39.1,76,9.376927822,0,0,9,49,1,0,0,17.0,219,27.0203578,3,0,23,4,46,1,4,138.0,22,2.714373843,17,0,0,0,5,0
Orting Police Department,PIERCE,2019,8380.0,342,40.8,89,10.62052506,0,0,11,59,0,1,0,18.0,226,26.96897375,1,0,17,4,52,2,3,147.0,27,3.221957041,22,0,1,0,4,0
Orting Police Department,PIERCE,2020,8635.0,381,44.1,86,9.959467284,0,0,6,54,0,2,0,24.0,254,29.41517082,2,0,18,0,44,2,1,187.0,41,4.748118124,34,0,2,0,5,0
Orting Police Department,PIERCE,2021,8675.0,318,36.7,105,12.1037464,0,0,9,77,1,0,0,18.0,193,22.24783862,6,0,14,3,53,1,0,116.0,20,2.305475504,11,0,0,0,8,1
Pierce County Sheriffs Office,PIERCE,2012,376390.0,21318,56.6,4097,10.88498632,17,0,303,2920,30,55,0,772.0,16212,43.07234517,46,1,3638,237,3350,4,206,8730.0,1009,2.680730094,816,0,13,6,174,0
Pierce County Sheriffs Office,PIERCE,2013,378930.0,20706,54.6,4012,10.58770749,10,0,263,2926,26,48,0,739.0,15802,41.70163355,59,0,3275,208,3106,13,181,8960.0,892,2.35399678,637,0,28,18,209,0
Pierce County Sheriffs Office,PIERCE,2014,382405.0,19704,51.5,3930,10.27706228,12,0,275,2876,38,47,0,682.0,14833,38.78871877,56,0,3196,176,2721,10,251,8423.0,941,2.460741884,692,0,27,6,216,0
